Date;Localisation;ESR;Type
04/04/2017;VAIRES sur MARNES;non;Sortie intempestive ou engagement d’un domaine fermé
30/03/2017;ENTRE LONGUEIL STE MARIE ET ARSY;non;Déraillement
24/03/2017;NIOLON;oui;Défaillance d'ouvrage
25/03/2017;ENTRE NIMES ET ALES;oui;Défaut ayant conduit à un risque grave
31/03/2017;CHAZAY MARCILLY;non;Frein serré
17/05/2017;VARADES;non;Erreur de procédure
23/05/2017;METZ-VILLE;non;Circulation de véhicule non autorisée
23/05/2017;PAS-DES-LANCIERS;non;Incident caténaire
18/05/2017;Grande Opération Programmée de MULHOUSE;non;Accident du travail
02/06/2017;MITRY CLAYE;non;Franchissement de signal
07/06/2017;TOULOUSE;non;Erreur de procédure
22/05/2017;NIMES;non;Engagement de gabarit suite à désemparement de pièce
20/05/2017;PARIS MONTPARNASSE;oui;Engagement intempestif d’une circulation sur une voie protégée
21/05/2017;CONNERRE-BEILLE;non;Arrêt hors de quai de tout ou partie d’un train de voyageurs
22/05/2017;LILLE-FLANDRES;non;Avarie matériel roulant
21/12/2017;CHINON;oui;Perte d’organe du matériel roulant
17/01/2018;SAINT-GERMAIN des FOSSES;oui;Déraillement
26/03/2018;Entre RENNES et SAINT MALO;oui;Erreur de procédure
28/02/2018;LENS;oui;Autorisation de franchissement sans vérification
12/03/2018;FLEURVILLE;oui;Erreur de procédure
04/03/2018;BELFORT;oui;Talonnage d’aiguille ou bivoie
02/03/2018;BIZANOS;oui;Raté de fermeture à un passage à niveau
28/07/2016;Brax Leguevin;non;Non mise en protection
19/11/2016;RAMBOUILLET;oui;Expédition sans ordre
14/11/2016;CULMONT CHALINDREY;non;Franchissement de signal
08/11/2016;CHALON SUR SAONE;non;Engagement intempestif d’une circulation sur une voie protégée
11/11/2016;MAUROIS;oui;Défaillance voie
14/11/2016;EVREUX;non;Erreur de procédure
02/11/2016;LUZARCHES;non;Franchissement de signal
04/11/2016;REIMS;oui;Défaut géométrie voie
15/11/2016;VENISSIEUX;non;Erreur de procédure
16/11/2016;VIRY;non;Incident grave
29/05/2016;Gare d'Yvetot;non;Départ sans autorisation
12/07/2016;Bordeaux;non;Départ sans autorisation
06/06/2016;Technicentre Villeneuve Saint Georges;non;Collision entre trains ou éléments de trains
23/06/2016;Guerigny;oui;Déraillement
08/07/2016;Miramas;non;Déraillement sans engagement de la voie principale
06/07/2016;Mommenheim;non;Non conformité du matériel roulant
24/05/2016;Decize;non;Franchissement de signal
16/07/2016;Génolhac;non;Talonnage d’aiguille ou bivoie
07/06/2016;Saint Pol/Ternoise;oui;Désordre d’ouvrage en terre
28/06/2016;Chambery;non;Dérive
17/07/2016;Viessoix;non;Autorisation de franchissement sans vérification
26/09/2016;HERMES BERTHECOURT;non;Défaut ayant conduit à un risque grave
07/10/2016;NIMES;non;Erreur de procédure
26/10/2016;MONTROUGE;non;Erreur de procédure
30/09/2016;L'ARDOISE;non;Incident grave de passage à niveau
11/10/2016;VERSAILLES CHANTIER;oui;Défaut ayant conduit à un risque grave
26/09/2016;BOULLEREAUX;non;Défaut géométrie voie
24/09/2016;PIHEN;oui;Péremption du potentiel kilométrique
23/10/2016;LYON-GUILLOTIERE;oui;Défaut géométrie voie
14/10/2016;SAINT-PIERRE DES CORPS;oui;Collision entre trains ou éléments de trains
04/01/2017;UCKANGE;non;Appareil de voie mal disposé
30/11/2016;CHANTENAY;oui;Erreur de procédure
15/01/2017;Entre LIMERAY et VEUVES-MONTEAUX;oui;Porte ouverte en ligne
22/03/2017;CHAMBERY;non;Dérive
27/03/2017;CALAIS;oui;Franchissement de signal
27/03/2017;KALHAUSEN;oui;Erreur grave de procédure
27/03/2017;TECHNICENTRE DYU LANDY;non;Electrisation
05/07/2016;Entre Lamballe & Dinan;non;Avarie matériel roulant
20/07/2016;Osny;oui;Raté de fermeture à un passage à niveau
10/01/2017;GRENOBLE;oui;Autorisation de franchissement sans vérification
07/01/2017;DUNKERQUE;oui;Dépassement de vitesse supérieur à 40km/h
01/01/2017;LAON;non;Déraillement
04/01/2017;REIMS;non;Départ sans autorisation
20/12/2016;AULNAY SOUS BOIS;oui;Dépassement de vitesse supérieur à 40km/h
09/01/2017;ARRAS;non;Dégagement de fumée sur matériel roulant
30/12/2016;FEYZIN;non;Incendie dans un train
09/12/2016;VALENCE;non;Engagement de gabarit suite à désemparement de pièce
06/07/2017;MODANE;oui;Dérive
05/07/2017;CAZERES Sur GARONNE-CARBONNE;oui;Dépassement de vitesse supérieur à 40km/h
17/07/2017;THIVIERS;oui;Franchissement de signal
05/07/2017;SAINT PRIX;oui;Collision entre trains ou éléments de trains
05/07/2017;PARIS EST;oui;Dérive
26/06/2017;PAU;non;Incendie dans un train
03/07/2017;MOUTHIERS;non;Talonnage d’aiguille ou bivoie
01/07/2017;DOURGES;non;Collision avec enfoncement de heurtoir
30/06/2017;Entre Nort-sur-Erdre et Abbaretz;non;Accident du travail
27/06/2017;Entre BELLAC et NANTIAT;non;Défaillance voie
05/12/2017;LANNEMEZAN;oui;Erreur de procédure
14/12/2017;MILLAS;oui;Collision
13/11/2017;DOURDAN;oui;Délivrance d’un bulletin de franchissement sans vérification
08/12/2017;PARIS MONTPARNASSE;oui;Dérive
05/11/2017;ROQUEMAURE;oui;Dépassement de vitesse supérieur à 40km/h
04/12/2017;SAINT CÔME;oui;Défaut géométrie voie
13/12/2017;MONTEREAU;oui;Collision
01/12/2017;SAINT CLAUDE;non;Talonnage d’aiguille ou bivoie
24/11/2017;entre LE MANS et CONNERE-BREILLE;non;Porte ouverte en ligne
02/12/2017;NANCY;oui;Porte ouverte en ligne
16/06/2016;Trappes;non;Talonnage d’aiguille ou bivoie
01/03/2017;SEVRES;non;Dégagement intempestif du domaine fermé
02/03/2017;Entre MOTTEVILLE et MALAUNAY LE HOULME;non;Dérive
01/03/2017;SAINT FONS;non;Mouvement en sens inverse du sens normal
20/02/2017;TOULOUSE;non;Réalimentation intempestive des caténaires
08/02/2017;ISLE JOURDAIN;non;Collision contre obstacle
15/02/2017;METZ;non;Erreur d’itinéraire
19/01/2017;TOURS;oui;Déraillement
11/02/2017;LYON;non;Non conformité du matériel roulant
18/01/2017;VESTRIC-LUNEL;oui;Porte ouverte en ligne
02/08/2017;SIBELIN;non;Incident de marchandise dangereuse
22/09/2017;VERSAILLES;non;Déraillement
27/07/2017;Sablé;oui;Erreur de procédure
19/09/2017;FRANCHEVILLE;non;Défaut géométrie voie
03/08/2017;Villeneuve St-Georges;non;Franchissement de signal
22/07/2017;CHANTENAY;oui;Collision
28/05/2015;Wattignies Templars;non;Non respect du point d’arrêt
04/05/2015;Mirecourt;non;Déraillement sans engagement de la voie principale
23/02/2015;Champtocé sur Loire & La Possonnière;oui;incident grave de signalisation
05/03/2015;Sibelin;oui;Dérive
10/03/2015;Vénissieux dépôt;non;Incident caténaire
27/02/2015;Lyon;non;Sortie intempestive ou engagement d’un domaine fermé
02/03/2015;Vendôme;oui;Déraillement
26/02/2015;Sibelin;non;Déraillement sans engagement de la voie principale
24/02/2015;Denain;oui;Raté de fermeture à un passage à niveau
24/02/2015;Nantes Blottereau Poste 3;non;Franchissement de signal
23/02/2015;Belleville sur Saône;non;Déraillement sans engagement de la voie principale
23/02/2015;Limoges Dépôt;non;Déraillement sans engagement de la voie principale
16/03/2015;Mende;oui;Déraillement
11/03/2015;Aubagne;non;Franchissement de signal
13/03/2015;Meyrargues;non;Talonnage d’aiguille ou bivoie
10/03/2015;Bobigny;non;nez à nez
20/03/2015;Chauny;oui;Porte ouverte en ligne
11/03/2015;Miramas;non;Franchissement de signal
12/03/2015;Reims;non;Déraillement
24/03/2015;Gare de Paris Saint Lazare;non;Départ sans autorisation
18/03/2015;Entre Bricon et Châteauvillain;oui;Déraillement
19/03/2015;St Germain au Mont d’Or;non;Déraillement sans engagement de la voie principale
14/04/2015;Lens;oui;Collision par prise en écharpe
11/04/2015;Entre Beaulieu-sur-Mer et Eze-sur-Mer;oui;Raté de fermeture à un passage à niveau
11/04/2015;Gare de Nancy Ville;non;Accident de personne
17/04/2015;Blainville;non;Réception intempestive sur voie occupée
16/04/2015;La Fere;non;Accident de personne
21/04/2015;Saint-Jodard et Saint-Étienne-Chateaucreux;oui;Défaillance voie
28/04/2015;Groisy-Thorens-La-Caille;oui;Désordre ouvrage d’art
04/04/2015;Haubourdin;oui;Raté de fermeture à un passage à niveau
17/04/2015;Bayonne;non;Franchissement de signal
23/04/2015;Saint-Martin-de-Crau;oui;Défaillance voie
10/09/2015;Saint Michel sur Orge;oui;accident du travail
18/08/2014;Clermont Ferrand;non;Pénétration intempestive sur domaine fermé
22/08/2014;Le Havre;non;Porte ouverte en ligne
28/01/2016;Entre Boën et Thiers;oui;Erreur grave de procédure
07/02/2016;Urt;oui;Défaut géométrie voie
28/01/2016;Batignolles;oui;Expédition sans ordre
11/02/2016;Blois;oui;Expédition sans ordre
03/02/2016;Paris Austerlitz;non;Mise en œuvre de travaux en dehors du domaine fermé
01/02/2016;Fronville;non;Défaillance voie
24/01/2016;Chelles Gournay;non;robinet de suspension isolé
23/01/2016;Montrabe;non;Franchissement de signal
02/02/2016;Le Landy;non;Défaut géométrie voie
28/01/2016;Bourges;non;Engagement de gabarit suite à désemparement de pièce
03/12/2015;Etampes;oui;Collision entre trains ou éléments de trains
14/12/2015;Becon les Bruyeres;oui;Incident grave de signalisation
12/11/2015;Massena;non;Franchissement de signal
13/11/2015;Don Sainghin;oui;Franchissement de signal
09/11/2015;Bordeaux;non;Déraillement sans engagement de la voie principale
18/11/2015;Valenton;non;Franchissement de signal
14/11/2015;Salbris;non;Collision contre obstacle
07/12/2015;Chambéry;non;Déraillement sans engagement de la voie principale
26/11/2015;Perrigny;non;Talonnage d’aiguille ou bivoie
11/12/2015;Moirans;non;Porte ouverte en ligne
19/01/2016;Saint Pierre des Corps;non;Talonnage d’aiguille ou bivoie
12/12/2015;La Valbonne;oui;Défaillance voie
05/01/2016;Achères;non;Déraillement sans engagement de la voie principale
27/12/2015;Sibelin;non;Incident de marchandise dangereuse
28/12/2015;Saint Fons;non;Incident caténaire
07/01/2016;Haguenau;non;Perte d’organe du matériel roulant
12/01/2016;Orléans;non;Composition non conforme
08/01/2016;Plessis-Bellevile;non;Collision contre obstacle à un passage à niveau
14/12/2015;Entre Velluire et La Rochelle;oui;Dépassement de vitesse supérieur à 40km/h
16/01/2016;Sibelin;non;Collision par prise en écharpe
06/10/2015;Thionville;non;Talonnage d’aiguille ou bivoie
03/10/2015;Entre Villiers Neauphle Ponchartrain et Monfort l'Amaury mére;oui;Sortie intempestive ou engagement d’un domaine fermé
07/10/2015;Entre Beillant et Pons;non;Erreur de procédure
15/09/2015;Château du Loir;oui;Déraillement
19/09/2015;Entre Béziers et Sète;non;accident du travail
29/09/2015;Poissy;non;Collision avec enfoncement de heurtoir
06/10/2015;Gare de Rennes;non;Dérive
06/10/2015;Entre Nevers et Arzembouy EP;oui;Défaillance voie
04/10/2015;Theoule sur mer;oui;Désordre d’ouvrage en terre
18/09/2015;Villefranche - Vernet les Bains;non;Déraillement
17/02/2016;Belfort;oui;Franchissement de signal
17/02/2016;Le Mans;oui;Franchissement de signal
25/02/2016;Monsoult Maffliers;oui;Collision contre obstacle
18/02/2016;Poitiers;non;Déraillement
09/02/2016;Paris Saint-Lazare;non;Dérive
23/02/2016;Hendaye Triage;oui;Désordre ouvrage d’art
20/10/2015;Entre Formerie PL et Sommery PL;oui;Dérive
24/10/2015;Trilport;non;Réalimentation intempestive des caténaires
28/10/2015;Port Sainte Marie;oui;Déraillement
07/11/2015;Palais sur Vienne;non;Incendie dans un train
06/11/2015;Gare de Saint Amour;non;Franchissement de signal
15/10/2015;Entre Gisors et Trie-Château PL;non;Porte ouverte en ligne
14/10/2015;Paris Bercy Conflans;non;Engagement de gabarit
09/10/2015;Paris Gare de Lyon;oui;Incendie dans un train
16/10/2015;Entre Saint-Germain et Gannat;non;Défaillance voie
10/10/2015;Vallorcine;non;Départ sans autorisation
11/03/2016;Amboise;oui;Autorisation de départ sans autorisation
07/03/2016;Entre Patay et Gommiers;oui;Collision contre un obstacle à un passage à niveau
01/03/2016;Saint-Germain au Mont d'Or;non;Déraillement
07/03/2016;Villeneuve Triage;non;Franchissement de signal
03/03/2016;Yversay;non;Collision contre un obstacle à un passage à niveau
26/02/2016;Gaillac;non;Engagement de gabarit suite à désemparement de pièce
24/02/2016;Nevers;non;Circulation de véhicule non autorisée
18/08/2017;HAUSSMANN ST-LAZARE;non;Collision contre obstacle
13/10/2017;ROCHEFORT;oui;Défaut géométrie voie
07/08/2017;LE MANS;non;Electrisation
06/08/2017;Entre RANG-DU-FLIERS et LILLE;non;Perte d’organe du matériel roulant
08/11/2016;APACH;oui;Dépassement de vitesse supérieur à 40km/h
29/12/2016;ENTRE PARIS NORD ET COMPIEGNE;oui;Porte ouverte en ligne
10/10/2016;DIJON PORTE NEUVE;oui;Talonnage d’aiguille ou bivoie
05/09/2016;CLERMONT-FERRAND;oui;Mise en œuvre de travaux en dehors du domaine fermé
14/03/2017;VILLENEUVE SAINT GEORGES;oui;Avarie matériel roulant
21/03/2017;BORDEAUX;non;Réalimentation intempestive des caténaires
22/03/2017;TECHNICENTRE DE NEVERS;non;Accident du travail
22/03/2017;DIJON;oui;Défaillance voie
15/03/2017;SOUS STATION DE TIVERNON;non;Electrisation
19/03/2017;TOULON;non;Ouverture par un tiers d’une porte de TGV en marche
